user_id,product_id,rating
A2G0O4Y8QE10AE,1400599997,4.0
A36V8NDDRZYRYO,1400599997,1.0
A2ICKE6A3MJMM5,1400599997,2.0
A3OKH5G69MS8D9,1400599997,3.0
A19N3S7CBSU6O7,1400599997,5.0
A2U4Z76U7DF68,1400599997,3.0
A3LDPF5FMB782Z,1400698987,4.0
A2JOPUWVV0XQJ3,1400698987,5.0
A1BZ18U2EF4FAI,1400698987,5.0
A3PD8JD9L4WEII,1400699169,5.0
AAZ084UMH8VZ2,1400699169,5.0
AXJ1QYBUL86ON,1400699169,3.0
A75MTT7XI4B02,161552763X,5.0
A3E7PG9CHDBICA,1616826053,5.0
A3E7PG9CHDBICA,1616874430,5.0
ABVYGB2TKBO8F,1685560148,5.0
A3F2M27L02YDLM,3744295508,5.0
A1NAA1R38JSNHV,3744295508,5.0
A2PC1YCLTB3EY9,3930992868,5.0
AL5H32ZBE6FO,3936710058,2.0
A6TU9CU9VJA0D,5135000011,3.0
A2II4B6CJ4O47Q,7040034018,5.0
A3ST3KY96FDE6I,7214047977,5.0
A3GCULBJ04IYA2,7507825604,5.0
A5F4K8GULBUYL,7507825604,5.0
AJI5OQYWJVJ0L,7538637400,5.0
A1U5IJHJK84S54,7562434166,3.0
AVTH2O36JFVKV,7798902724,5.0
A2YBBR1JRHD0JN,7810294245,5.0
A3KO6JEVS1FJ8X,8862935293,4.0
A26Y3GDR2X0V6V,8862935293,4.0
A1ZU55TM45Y2R8,8862936826,2.0
A1VQHH85U7PX0,9043413585,3.0
A5A4374R8I7NB,9043413585,4.0
AT0EBSPNZ5SGX,9043413585,5.0
AFCD2VYPAWKNG,9486350493,5.0
A1660JZPHFX90N,9573212919,5.0
AGCN38LIJZM3K,9573212919,5.0
A3956O40ZZYFMY,9575871979,5.0
A2XK854TOM88L2,9575871979,5.0
A16P0KSZSCMNH1,9575871979,1.0
A2LHANCVBGV36U,9575871979,4.0
A3VIFJZC7SHX1T,9575871979,2.0
A32F6TVKKA6JX4,9575871979,5.0
AAEVGE52KL0DJ,9575871979,3.0
A4RASGC2BYMD5,9623499043,5.0
AU9BPT3Y3K6J4,9625993428,5.0
A21RO7OWHHHUOK,9625993428,2.0
A1NP3RUUZSMR8J,9758515810,4.0
A3MKRAD7Z64ED5,9861023909,1.0
A6QM463S99US1,9864216155,3.0
A1N6VVVSEEPWIL,9864216155,5.0
ATXRV6Z3N08ZX,9888002198,1.0
A3923UGIPX0QQM,996632416X,3.0
A9QDUZEY1M9S1,9966694544,4.0
AE0QPOQX3ZXP0,9967229314,4.0
A33FZNPF0TRLYN,9981739588,5.0
AR87CWP6KEL4A,9981739588,5.0
A19HT7YC1UW3D6,9981739588,5.0
A2NEASNMHL1A4O,9983891204,5.0
A1TND9THMFVTQG,9983891204,4.0
A1LY7Z60TNV629,9983891204,5.0
A3VBORHS4H8LES,9983891204,5.0
A1C82BC5GNABOA,9983891212,5.0
AACKRUEFSCZOW,9983891212,5.0
A1QW4FM8FA63T1,9983891212,5.0
A1VHCO8RQFIGQJ,9983891212,4.0
A2QIC4G483SQQA,9983891212,5.0
A1L2STZ2U6Q607,9983891212,5.0
A2OLTRWQKKDD5E,9983891212,5.0
A1OGCPMSIVK7G4,9983891212,5.0
A18HE80910BTZI,9983891212,5.0
A3F9CBHV4OHFBS,9983891212,5.0
AL392W87HB0OM,9983891212,5.0
A3RTDU3X791JO0,998491092X,3.0
A1KD8MR1V4JVK0,9984984354,1.0
A1EDPGHC9EYBUN,9984984354,5.0
A1D27BCSYV7VWH,9984984362,5.0
AZZ77XYX8O2WE,9984984362,5.0
A3RYHP2OYFJ3YC,998498480X,5.0
A3EX8ZFNVDHGPM,9985511476,5.0
A3S3P2TWEVS69L,9985536460,1.0
A3GSQBNE4O9Y5E,9985543521,5.0
A2H4B42VDSFV2V,9985665899,4.0
A1KY5G5FP31F2F,9989360391,5.0
A1ZH9LWMX5UCFJ,9990950164,5.0
AD3EX5UG7UZPB,B000000O2W,3.0
A2Q7DE6NA7VKAJ,B000001OKG,5.0
A3GK46VO4FRUJO,B000001OKG,5.0
AT8TIN5JKHO2V,B000001OKH,4.0
A3SFYTUDV8NZH7,B000001OKH,1.0
AX44FQEEUA1ML,B000001OKH,4.0
A2HDTOF8222KN3,B000001OKH,5.0
ACS0V8WUICUC3,B000001OKH,5.0
A2E0TZSNGNFVHL,B000001OKN,4.0
A1PC3H8P4MZ3BV,B000001OL2,2.0
A2YT1SH4B1PPST,B000001OL2,5.0
A2CARFAX5FNQT9,B000001OL2,5.0
A2JW04KQLD397G,B000001OL2,5.0
A2YT1SH4B1PPST,B000001OL3,5.0
A2CARFAX5FNQT9,B000001OL3,5.0
A1PC3H8P4MZ3BV,B000001OL6,2.0
AT8TIN5JKHO2V,B000001OL6,5.0
A2YT1SH4B1PPST,B000001OL6,5.0
A3OBZ4F27KV8NO,B000001OL6,5.0
A2CS5VHXSF8ABK,B000001OL6,1.0
A22BPC7LRSGSYQ,B000001OL6,5.0
AD3EX5UG7UZPB,B000001OL6,1.0
A2R6RA8FRBS608,B000001OL6,4.0
A2CARFAX5FNQT9,B000001OL6,5.0
A4JHEO7H330AF,B000001OL6,5.0
A26KXNN6H1IL0I,B000001OM4,5.0
A3TTG579DHLYZW,B000001OM4,4.0
ADQEM4CCLH7FB,B000001OM4,3.0
A27MT0O5R9X6S6,B000001OM4,4.0
AVSMRPI23DQI2,B000001OM4,5.0
A2DDTHUPCXB6Y,B000001OM4,5.0
A1ER23A7CRR5S5,B000001OM4,5.0
A17T4YZDDWWFTL,B000001OM4,5.0
A3V0PEIMOBU8H5,B000001OM4,5.0
A2NX6MFZP8TM6S,B000001OM5,5.0
A27K80SBJQQQDS,B000001OM5,4.0
A2TXTCIOBK1NMQ,B000001OM5,2.0
ADOR3TR7GDF68,B000001OM5,1.0
A2T049UQONS0OY,B000001OM5,5.0
A39DZU4YRGKWAG,B000001OM5,3.0
AZFF4CX9MQ4AE,B000001OM5,5.0
A3U8J6HOIYKIFM,B000001OM5,4.0
A3O12K1YQR2FZ9,B000001OM5,5.0
A1J9LVA298D5OF,B000001OM8,5.0
A2SXJZGMY90RZN,B000001OMA,5.0
AX802DK9MMMYD,B000001OMA,5.0
A1KT19TDP9VE63,B000001OMA,2.0
A3SO2AGQXXL8LC,B000001OMA,5.0
AYBAJ0WMLF63Q,B000001OMA,5.0
A680RUE1FDO8B,B000001OMI,5.0
A28OZBLQKKYGOR,B000001OMI,4.0
A1CBNQ8XUOCYXI,B000001OMI,5.0
AVV7UXTHR0NWS,B000001OMI,5.0
ALHWZSTAELK9I,B000001OMI,4.0
A12Z4AXEA93WMU,B000001OMJ,2.0
AE6GZN640O64A,B000001OMN,1.0
A11D1KHM7DVOQK,B000001OMN,2.0
A18TBB6FC3973Z,B000001OMQ,1.0
A19AIVXSO40F90,B000001OMQ,3.0
AJ86MYUT3VJE5,B000001OMR,1.0
A2YULFEPE7QEHB,B000001OMT,5.0
AT8TIN5JKHO2V,B000001OMT,3.0
A248LSBZT4P38V,B000001OMT,5.0
AS0QMBY6C5US9,B000001OMT,1.0
ATSLSYI3LLIQM,B000001OMV,5.0
AT8TIN5JKHO2V,B000001OMV,4.0
A2T5WU1SC8VS63,B000001OMW,5.0
A274MXTX3DYLUV,B000001OMZ,3.0
A7JSD1S8PSINN,B000001OMZ,5.0
A23QCWXEG3BJ9H,B000001OMZ,5.0
A8X8D4BUY5DFU,B000001ON0,4.0
A3CG93783LP0FO,B000001ON0,5.0
A2SATO5BNKWY3Y,B000001ON6,5.0
A25E8V5JMW43RY,B000001ON6,5.0
A150VDCYFRA9M2,B000001ON6,5.0
AO2FXIAM4EKOS,B000001ON6,4.0
AOF7NCC4SCJ9G,B000001ON6,4.0
A3HYF6WCIP4XXR,B000001ON6,3.0
A4Z8LCQ6RSFTR,B000001ON6,2.0
A1E7VTRDMI4XMV,B000001ON6,4.0
A10SRJNBFF2BGY,B000001ON6,4.0
A2HOF0C73R8OKK,B000001ON6,4.0
A2AKNCSNUEQKSZ,B000001ON6,5.0
AZ5A2S8UZ7RTL,B000001ON6,5.0
A39DZU4YRGKWAG,B000001ON6,5.0
ASL48MLGEONCD,B000001ON6,4.0
A380W12QEPG2BO,B000001ON6,5.0
APB1VAE7P1CAV,B000001ON6,3.0
AJNVX5R3TRQKN,B00000392N,5.0
AYTGG6XTVUG7G,B00000392N,4.0
A1N3EH28S4DI8L,B000006OQ8,4.0
A3H78NCT3DJMY2,B00000DM9D,5.0
AY8Q1X7G96HV5,B00000DM9M,5.0
AEJAGHLC675A7,B00000DM9M,5.0
A2CLD5FSSXMYBT,B00000DM9M,1.0
A1USN2GJ1LDS5,B00000DM9M,4.0
A1JBRL6CD1SPOJ,B00000DM9M,3.0
AUCF61BNJ5ZX7,B00000DM9R,4.0
A2JFOHC9W629IE,B00000DM9R,4.0
A1T1YSCDW0PD25,B00000DM9W,5.0
A2Y23OZSZPO2D1,B00000DM9W,3.0
A3JVD6IJPRCXT1,B00000DM9W,4.0
A31NKH2OAZ2YQ1,B00000DM9W,5.0
ABVYGB2TKBO8F,B00000DM9W,5.0
A2EPAYUAQ8P78W,B00000DM9W,4.0
A1N3IS6ZQE7Y8L,B00000DM9W,5.0
A1EA08F54PPH4O,B00000DM9W,4.0
A1WFDJHDWDVGW8,B00000DM9W,4.0
A2T8BSIIGDZYJS,B00000DM9W,5.0
A11ED8O95W2103,B00000DM9W,5.0
A1JFXOFDRZ9CFQ,B00000DM9W,5.0
A2XAHEQG61OQN1,B00000DM9W,5.0
A3NCIN6TNL0MGA,B00000DM9W,5.0
ALIMSOTBD6WMK,B00000DM9W,5.0
ASHJAZC9OA9NS,B00000DM9W,5.0
A13JZ1WIEZMJXX,B00000DM9W,5.0
A3UFCX1AE4TKZE,B00000DMA3,4.0
A3BW62DOHRGAI2,B00000DMA3,5.0
A33FS5H3CPDR6D,B00000DMA3,5.0
A1Q5M90ZZEEAL1,B00000DMA3,3.0
A1N03V52IRZ5PR,B00000DMA3,5.0
A3PROZ0C88T7MZ,B00000DMA4,4.0
A15GEMWZOC2VC7,B00000G20K,1.0
A2QHM5HBSIXRL4,B00000G20L,5.0
A10P0BX64HLW7H,B00000G20L,4.0
A2G2QNKDL1Y6AC,B00000G20L,5.0
A3F2M27L02YDLM,B00000I9HE,5.0
A2CQC1UQ7E2YPU,B00000I9HE,4.0
A1A8Q7LYKJ7B9Z,B00000I9HE,1.0
A39DZU4YRGKWAG,B00000I9HE,4.0
A2DIPVQAX7SN18,B00000I9HF,5.0
A22BPC7LRSGSYQ,B00000I9HF,4.0
AUCF61BNJ5ZX7,B00000IGBF,5.0
A15U38AWJ3JDN5,B00000IGBF,3.0
ASWYSSKL9LL9X,B00000IGBF,5.0
A34PNHKNM05TXD,B00000IGBF,4.0
A2PVD9N0YBE1E3,B00000IGBF,5.0
ARXU3FESTWMJJ,B00000IGBF,4.0
A2CC2CRU24E44X,B00000IGBF,3.0
A18BHG2VQ9ROXL,B00000IZZB,4.0
A5K3MY209ABZR,B00000IZZB,4.0
A1DS0IESVWVVPF,B00000J055,2.0
A1YCDZ4K4G0CN3,B00000J05A,5.0
AT2BYFEVLVITT,B00000J05A,3.0
A3HE9I4GQ4OXYE,B00000J05A,1.0
A3FTI86WAVJOLG,B00000J05A,5.0
A6FIAB28IS79,B00000J05A,3.0
AHY2KG32696ES,B00000J05A,2.0
A6W0PO0ZUKS5I,B00000J05A,4.0
A1M7N5V6W0Z0H7,B00000J05C,5.0
A1LYN3ZK230TGE,B00000J05W,4.0
A35WM8XO5J7XSS,B00000J05W,3.0
A2KESMAH4CX911,B00000J05X,4.0
A220059NEEBEX7,B00000J05X,1.0
A31PDR78F1MNDI,B00000J05X,3.0
A2902SMX5Z5A55,B00000J05Y,4.0
AAPFN1BADMWMC,B00000J060,4.0
A2BLITJITO97N5,B00000J060,3.0
A3M9EQEY9RU59U,B00000J060,4.0
A2V8VLTPY3W01E,B00000J060,5.0
A3UXU4YM508ZEA,B00000J060,1.0
ALFN8NL6HWXC3,B00000J060,5.0
A3FE2GUBM8JZ3G,B00000J060,3.0
AC8E3L5ZM01P,B00000J060,5.0
A113Q01OMW9THP,B00000J061,5.0
A38SHOPZADNOLN,B00000J061,5.0
A2T70SN2VZHOR4,B00000J061,4.0
A2QAS68TU5KOZT,B00000J061,5.0
A2KESMAH4CX911,B00000J061,5.0
A3GRZWIF2GOX4J,B00000J061,4.0
AXCWZ8HUF332W,B00000J061,4.0
A2II4B6CJ4O47Q,B00000J061,4.0
A1D0KL9ZD7SU56,B00000J061,4.0
A3MI3QBXP5I7FA,B00000J061,5.0
A2LH87W4W6O5CR,B00000J061,5.0
A2Z6K5LQUZU08X,B00000J061,5.0
A3PWF2AQ5XYALW,B00000J061,5.0
A8EDTKSPOMRWK,B00000J061,5.0
A3R9KRIO25CKZV,B00000J061,4.0
A2BLITJITO97N5,B00000J061,5.0
A2FD03H5CQG76E,B00000J061,5.0
A1QTIQP307ERN3,B00000J061,4.0
A3KQ0XLKNINQY2,B00000J061,2.0
A2QGQ5KO0RRENL,B00000J061,4.0
A326CJOIAVMKIR,B00000J061,5.0
A6VPIOPMDJ8H7,B00000J061,4.0
ARNWCLQZFQECA,B00000J061,4.0
A2MY9VXHZYAHUZ,B00000J061,5.0
A1X3DA7C61WZLQ,B00000J061,5.0
A11ED8O95W2103,B00000J061,5.0
AEAO0HQ7CHM4D,B00000J061,5.0
A1UP5CIELABXA7,B00000J061,4.0
A1RPTVW5VEOSI,B00000J061,5.0
A3GJF1RYLXMQOD,B00000J061,5.0
A3NCIN6TNL0MGA,B00000J061,5.0
A3RNAIFV56WG5E,B00000J061,5.0
A1WRS36Y9REPUK,B00000J061,4.0
AJ86CFI74O5JI,B00000J061,4.0
A1SCWY8O0IL2HU,B00000J061,5.0
A1FP2LA6M2OJX0,B00000J061,5.0
A3TLPFNP3V2BWK,B00000J061,4.0
AVV7UXTHR0NWS,B00000J061,5.0
A1TBH7Z4RK7PRK,B00000J061,5.0
A3VEROAVSRAMG2,B00000J061,5.0
A1GEQY4YAV6Q7P,B00000J061,4.0
ADNV4SOGOMZXP,B00000J061,5.0
A1MD9AEU9C4WJN,B00000J061,4.0
A1E8PWW106DRBE,B00000J061,4.0
A3IBGS3MVB7G6U,B00000J061,5.0
AI3FJ2DZ7IQYM,B00000J061,5.0
AJZ0V9Q3ZVYWV,B00000J061,5.0
A2UCS79CVYERA,B00000J064,4.0
A32NEMA698Y53K,B00000J064,3.0
A33UD2JQGUVLAO,B00000J064,2.0
A3J9Q6FRZXON99,B00000J064,1.0
A2CC0RUPJIL2YE,B00000J06D,5.0
A1P4Q5ZNZHL7ZE,B00000J08C,5.0
AX8SWWB9837TA,B00000J08C,5.0
AY8Q1X7G96HV5,B00000J08C,5.0
A2OLQ18EOBZPE6,B00000J08C,5.0
A23Q32B7VTOXE9,B00000J08C,5.0
AB2U893HHHG74,B00000J08C,5.0
AEJAGHLC675A7,B00000J08C,5.0
A2CLD5FSSXMYBT,B00000J08C,5.0
A3DD1FVGZY5757,B00000J08C,5.0
A3NK7ASILKG3TX,B00000J08C,5.0
A14PHG6QJ1DTG,B00000J08C,5.0
A2YC0ADOK1SNMK,B00000J08Q,1.0
A2G4OJFE2Q4HJO,B00000J08Q,5.0
A2Y4N0IFVNNP46,B00000J08Q,5.0
A75IYBN6J0SQ5,B00000J08Q,2.0
ALDA72MNSJVOK,B00000J08Q,4.0
A3NEAETOSXDBOM,B00000J08Q,3.0
ALUNVOQRXOZIA,B00000J0A2,4.0
A355B9HM87SFHE,B00000J0A2,3.0
A3DD1FVGZY5757,B00000J0A2,5.0
A3D296RVX0JVKB,B00000J0AR,3.0
A2G4OJFE2Q4HJO,B00000J0AR,5.0
AH5NDKZ3YK0AE,B00000J0AR,1.0
AMLMUYLI6FAQ0,B00000J0AR,1.0
A1X5D5WYHKFUGQ,B00000J0BM,5.0
A2EXIVG4MVMA2X,B00000J0BM,5.0
A12TAFRBBG9EI6,B00000J0D2,3.0
A12T2YJDP004C2,B00000J0D2,5.0
A2Q89DEW2Y91A7,B00000J0D2,1.0
A2G7CTB8LB4Y5C,B00000J0D2,5.0
A3DJ8DG0WPNXQA,B00000J0D2,1.0
A1ER23A7CRR5S5,B00000J0D5,4.0
A8TZ88OM8YOLW,B00000J0D5,5.0
AMLMUYLI6FAQ0,B00000J0D5,3.0
A3KTU2HKCBMFVR,B00000J0D5,2.0
ASDFYMJ1MTPE7,B00000J0D5,4.0
A32Z1V9II49XZY,B00000J0D8,3.0
A7OR8OWWGK55W,B00000J0D8,2.0
A7Y6AVS576M03,B00000J0E8,5.0
A2XMDYRXQWYV5C,B00000J0EN,5.0
A3JTWZNUVOL2K1,B00000J0GF,5.0
AQ3IN3MRXQ5KH,B00000J0GF,5.0
A1TBH7Z4RK7PRK,B00000J0GF,2.0
A1TBH7Z4RK7PRK,B00000J0IV,3.0
A3JTWZNUVOL2K1,B00000J0IX,3.0
A3DH74L21G9QFJ,B00000J0IX,4.0
A3M1BNMWE8A633,B00000J0IX,5.0
A1TBH7Z4RK7PRK,B00000J0IX,4.0
A1GIOGPH03481Z,B00000J0IX,4.0
A2OMVQGC33VSNC,B00000J0IX,3.0
A3JTWZNUVOL2K1,B00000J0J0,5.0
AVMC17IX9DT1B,B00000J0J0,5.0
A2BENTCRKZ8UA9,B00000J0ND,2.0
A2H4B42VDSFV2V,B00000J0QI,4.0
A23LF95HUEIGUR,B00000J1AG,5.0
A5A4374R8I7NB,B00000J1AG,5.0
A1MD9AEU9C4WJN,B00000J1DN,5.0
AFNCXMCX7VZWH,B00000J1E6,1.0
A2AEZQ3DGBBLPR,B00000J1E6,1.0
A329AE4A7Q1FQK,B00000J1EJ,5.0
A1WPXG000113YQ,B00000J1EJ,2.0
A1POGSPD4HN8Y1,B00000J1EJ,4.0
A2XA9KKAAFXQMH,B00000J1EJ,5.0
A311UKPJDYZOVL,B00000J1EJ,2.0
A1YB29BIDULEYE,B00000J1EP,3.0
A16DPGQQ5MFJ8G,B00000J1EP,5.0
ACOIA76DN8QDU,B00000J1EP,5.0
A3EA5L86I5P6BS,B00000J1EP,1.0
A3SFYTUDV8NZH7,B00000J1EP,1.0
A2R6RA8FRBS608,B00000J1EP,4.0
A2HDTOF8222KN3,B00000J1EP,5.0
A1K4AVQIU704DY,B00000J1EP,5.0
A25K6D8IF14MW2,B00000J1EP,5.0
A38SK72V6NORUP,B00000J1EP,5.0
A380W12QEPG2BO,B00000J1EP,5.0
A1QVS34FWGRAVG,B00000J1EQ,5.0
A37RCN295YXNKD,B00000J1EQ,5.0
A2HMF8ZR67BNZS,B00000J1EQ,5.0
A1V5M5ENS5YBK9,B00000J1EQ,5.0
A3JHBKWQWS36YL,B00000J1EQ,3.0
A1ITXFX7GG8I60,B00000J1EQ,5.0
A2EP0GA1AVRZML,B00000J1EQ,5.0
A4Z8LCQ6RSFTR,B00000J1EQ,5.0
A10SRJNBFF2BGY,B00000J1EQ,5.0
A1DG0C5CYCHI3V,B00000J1EQ,4.0
A36KEY7DBNOK1K,B00000J1EQ,3.0
A1GYV9PJ0U8ERX,B00000J1EQ,5.0
A1JH4RE328VB3K,B00000J1EQ,5.0
A1CAGTNRSFHJNJ,B00000J1EQ,5.0
AZMY6E8B52L2T,B00000J1EQ,5.0
A2O2TL86CHTZ7V,B00000J1EQ,5.0
AC8C9PT59CDW1,B00000J1EQ,5.0
A2HDTOF8222KN3,B00000J1EQ,5.0
A1R8R7XKJJ3Q3T,B00000J1EQ,4.0
A21OA8773GTIKD,B00000J1EQ,5.0
A2S4YJ9PEL6HEU,B00000J1EQ,1.0
AE6HHVX3I9S1I,B00000J1EQ,4.0
A3B9Z2K0I7MXTP,B00000J1EQ,4.0
A29Y0RIJ23SDQW,B00000J1EQ,4.0
ATSLSYI3LLIQM,B00000J1ES,5.0
A3HYF6WCIP4XXR,B00000J1ES,1.0
A12VNCM89F4E2J,B00000J1ES,5.0
A36KEY7DBNOK1K,B00000J1ES,2.0
A2X0NHTY53EVQ3,B00000J1ES,4.0
A1UMO57A3IQGT7,B00000J1ES,5.0
A1QVS34FWGRAVG,B00000J1F3,5.0
A1HCY4YAM9NI4S,B00000J1F3,2.0
A25E8V5JMW43RY,B00000J1F3,5.0
A7JSD1S8PSINN,B00000J1F3,3.0
A2I9XSZSHXQ3OZ,B00000J1F3,5.0
AFXTKAO0CB354,B00000J1F3,5.0
A23QCWXEG3BJ9H,B00000J1F3,5.0
A2E7WCIG181AMI,B00000J1F3,5.0
A2HOF0C73R8OKK,B00000J1F3,4.0
A2AKNCSNUEQKSZ,B00000J1F3,5.0
A2HDTOF8222KN3,B00000J1F3,5.0
AE6HHVX3I9S1I,B00000J1F3,5.0
A3GK46VO4FRUJO,B00000J1F3,5.0
AEE2GJR0VF6R7,B00000J1FU,2.0
A3SINSKZTVFCX,B00000J1FV,4.0
A20QZONVX3CV3D,B00000J1FV,5.0
A3TM20GH659WDI,B00000J1FV,2.0
A3QD00AD2HF375,B00000J1FV,1.0
A33PF7D84AA04I,B00000J1FV,5.0
ADIDQRLLR4KBQ,B00000J1FV,5.0
APVNFC8WJ1R0T,B00000J1FV,5.0
A2GE5FBKLKJ3TE,B00000J1G3,5.0
A1XO08PJ79NJ3I,B00000J1G3,5.0
A3Q1OBY6D19RWR,B00000J1G6,4.0
A11D1KHM7DVOQK,B00000J1G6,1.0
A2AXLB80YUCLCI,B00000J1GA,3.0
ACB7W3IU2DNAJ,B00000J1GA,3.0
A204ETWOV23HO4,B00000J1GA,4.0
A3EMRBL6P6BOZ,B00000J1GA,1.0
A3NJ1W51XSRC29,B00000J1GA,4.0
A2IM24ISXZPK7L,B00000J1GA,3.0
A2KAU5BF41AKHN,B00000J1GA,3.0
AOZB4GES5J7FK,B00000J1GA,1.0
A1PAGHECG401K1,B00000J1P1,2.0
A3Q015U42YXZ5C,B00000J1P3,3.0
A2H00PKHJW85CG,B00000J1P3,1.0
A3R1ZR6SHNK8CU,B00000J1QK,5.0
A3EUSH8DPW75LR,B00000J1QK,5.0
A22WMZMHRAR43Z,B00000J1QK,4.0
A117L29JBUWK5U,B00000J1QK,5.0
A3PUN31Y8OUO4U,B00000J1QK,4.0
A3UC3YT2E65LZO,B00000J1QK,5.0
A2AJ77KV1AA7T0,B00000J1QK,5.0
AA0QQ1JG6X8C0,B00000J1QK,5.0
A3049JGRG6D254,B00000J1QN,5.0
A3UIQ1DG8MOREB,B00000J1QR,5.0
A3NID9D9WMIV01,B00000J1QR,5.0
A24VVE3E7D4GVQ,B00000J1QR,4.0
A3L6XHA5FVMN16,B00000J1QR,5.0
A2UKE398XW8Z6J,B00000J1QR,2.0
A2YG15FR3JP4JC,B00000J1QR,2.0
A3AFPQWM1RGSDE,B00000J1QS,5.0
AWPODHOB4GFWL,B00000J1QS,4.0
A3HYF6WCIP4XXR,B00000J1QU,4.0
A3B9Z2K0I7MXTP,B00000J1QU,4.0
A3049JGRG6D254,B00000J1QU,5.0
A1ISUNUWG0K02V,B00000J1QZ,3.0
A1F6DHVFE1ZIXX,B00000J1QZ,4.0
A14ME4FQBNFYWH,B00000J1RO,4.0
A1OPERQ94O8SNS,B00000J1S0,5.0
A2TN0U8173HM7A,B00000J1SC,5.0
A3LQI6DLFEXOVJ,B00000J1SC,4.0
A5ZGJBOPDRVQL,B00000J1SC,5.0
A2BYV7S1QP2YIG,B00000J1SC,4.0
AI43VKPN5NF7D,B00000J1SC,5.0
A3NH30B70DU5IH,B00000J1SC,5.0
A3BI8BKIHESDNQ,B00000J1SC,5.0
A2GMJ3DJ7CBM1D,B00000J1SC,5.0
AXLRBD9NUE6BV,B00000J1SC,5.0
A2VNAGUP6GD6ZW,B00000J1SC,4.0
A1Y2BG1GPW1VT6,B00000J1SC,5.0
A22QIJY2CB21MV,B00000J1SC,4.0
A2IYVO4NFYBVH2,B00000J1SS,4.0
